lista,votos,electores,cargos
Union Civica Radical,48279,129662,7
Movimiento Popular Neuquino,30546,129662,4
Justicialista,23653,129662,3
Intransigente,2114,129662,0
Movimiento De Integracion Y Desarrollo,904,129662,0
Confederacion Nacional De Centro,336,129662,0
Movimiento Al Socialismo,321,129662,0
Obrero,250,129662,0
Frente De Izquierda Popular,141,129662,0
Votos En Blanco,3673,129662,0
Votos Nulos,2333,129662,0
