lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",403535,1014291
Duhalde - Ortega,171435,1014291
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),163554,1014291
Méndez - Pompei (Humanista),5175,1014291
Walsh - Leonardi (Alianza Izquierda Unida),4857,1014291
Reyna - Moccia (Frente De La Resistencia),2148,1014291
Altamira - Rieznik (Obrero),1605,1014291
Montes - Hernández (De Los Trabajadores Socialistas),1598,1014291
Mussa - Herrera (Alianza Social Cristiana),1083,1014291
Votos En Blanco,87527,1014291
Votos Nulos,9031,1014291
