lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),33077,85573,6
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),11418,85573,2
Laborista,8816,85573,0
Solano Lima - Maldonado (Demócrata Conservador Popular),4531,85573,0
González Iramain - Aguinaga (Demócrata),3789,85573,0
Otros,1285,85573,0
Votos En Blanco Y Nulos,13563,85573,0
