lista,votos,electores
Closs - Passalacqua (Frente Renovador De La Concordia),372490,718839
Wipplinger - Lagier (Trabajo Y Progreso),30938,718839
Pastori - De Paula (Unión Cívica Radical),30816,718839
Biazzi - Barbaro (Agrario Y Social),18122,718839
Viana - Saez (Frente Para La Victoria),15804,718839
Andruszyszyn - Briñoccoli (Frente De La Esperanza),11749,718839
Dalmau - Andino (Frente Progreso Laborista),8178,718839
Diaz - Curtino (Socialista),4914,718839
Fessler - Ramallo Cambas (Union Del Centro Democratico),1600,718839
Benitez - Del Valle (Movimiento Para Una Mejor Vida),1549,718839
Votos En Blanco,43185,718839
Votos Nulos,2458,718839
Votos Impugnados,1794,718839
