lista,votos,electores,cargos
Tamborini - Mosca (Alianza Unión Democrática),57941,126262,18
Perón - Quijano (Alianza Laborista – Unión Civica Radical Junta Renovadora),34247,126262,0
Votos Blancos Y Nulos,1815,126262,0
