lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,176509,506765
Alianza Juntos Por El Cambio: Macri - Pichetto,108561,506765
Alianza Consenso Federal: Lavagna - Urtubey,29639,506765
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,17777,506765
Alianza Frente Nos: Gómez Centurión - Hotton,16989,506765
Unite Por La Libertad Y La Dignidad: Espert - Rosales,9068,506765
Movimiento Al Socialismo: Castañeira - Mulhall,3803,506765
Alianza Frente Patriota: Biondini - Venturino,1754,506765
Movimiento De Acción Vecinal: Albarracín - Pastore,1253,506765
Partido Autonomista: Romero Feris - Sueldo,883,506765
Votos En Blanco,31701,506765
Votos Nulos,9676,506765
