lista,votos,electores
Ibarra - Telerman,928056,2597993
Macri - Rodríguez Larreta (Alianza Frente Compromiso Para El Cambio),807385,2597993
Zamora - Molina (Autodeterminacion Y Libertad),0,2597993
Bullrich - Manfroni (Alianza Union Para Recrear Buenos Aires),0,2597993
Caram - Isuani (Union Civica Radical),0,2597993
Ripoll - Schiller (Alianza Izquierda Unida),0,2597993
Mendez - Cassiani (Humanista),0,2597993
Selser - Macaggi (Socialista Autentico),0,2597993
Ramal - Rachid (Obrero),0,2597993
Somoza - Soaje (Popular De La Reconstruccion),0,2597993
Ferrari - Piqué Covone (Jubilados En Accion),0,2597993
Traboulsi - Buffone (Democrata Cristiano),0,2597993
Vilella - Gargiulo (Movimiento De Jubilados Y Juventud),0,2597993
La Rocca - Colotto (Accion Ciudadana),0,2597993
Rodríguez - Nuñez De Sabbatini,0,2597993
Nani - González (Movimiento Para La Recuperacion De La Republica),0,2597993
Clementi - Mac Allister (Movimiento De Integracion Y Desarrollo),0,2597993
Castillo - D'atri (De Los Trabajadores Socialistas),0,2597993
De Alva - Tato (Republica Con Oportunidades),0,2597993
Mera Figueroa - Sollazo (Movimiento Por La Dignidad Y La Independencia),0,2597993
Licastro - Pinto Kramer (Blanco De La Capital Federal),0,2597993
Mussa - Herrera (Frente De Los Trabajadores Desocupados Y Jubilados Ucba),0,2597993
Guidobono Rey - Ferreyra (Liga Socialista Revolucionaria),0,2597993
Martorell - Aren (Reconstruccion Republicana),0,2597993
Salmini - Onesti (Movimiento Al Socialismo),0,2597993
Muñoz - Enciso (Movimiento Integracion Ciudadana),0,2597993
Arias - Fiorillo (Generacion Intermedia),0,2597993
Beica - Rosales (Convergencia Socialista),0,2597993
Votos En Blanco,50664,2597993
Votos Nulos,45481,2597993
