lista,votos,electores
Alperovich - Manzur (Alianza Frente Para La Victoria),589115,1014067
Cano - Casañas (Alianza Acuerdo Civico Y Social),122409,1014067
Bussi - Matías (Fuerza Republicana),26191,1014067
Córdoba - Campos (Proyecto Popular),23960,1014067
Cirnigliaro - Bayo (P.e.r.u.c.a.-Frente Encuentro Renovacion Y Unidad Compañeros),9957,1014067
Jerez - Topa (Alianza Frente Proyecto Tucuman),9118,1014067
Bussi - Peluffo (Republicano Fundacional),8424,1014067
Espinosa - Saborido (La Linea),7791,1014067
Blanco - Véliz (Alianza Frente De Izquierda Y De Los Trabajadores),3972,1014067
Parajón - Naufe (Frente Del Pueblo Unido),3379,1014067
Díaz Lozano - Aceñolaza (Alianza Frente De Unidad Popular Y Federal De Tucuman),2638,1014067
Guaraz - Medina (Alianza Proyecto Sur Un Proyecto Emancipador),2458,1014067
Ruiz Vargas - Monteros (Nos Une El Cambio),1399,1014067
Sánchez - Villareal (Movimiento Independiente De Jubilados Y Desocupados),387,1014067
Sánchez - Gómez (Tercer Milenio),356,1014067
Votos En Blanco,19389,1014067
Votos Nulos,12009,1014067
