lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),34935,100940,7
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),20200,100940,3
Ayarragaray - Sueldo (Demócrata Cristiano ),7802,100940,0
Otros,5691,100940,0
Unión Popular,4848,100940,0
Votos En Blanco Y Nulos,11009,100940,0
