lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",1077769,2544598
Duhalde - Ortega,467068,2544598
Cavallo - Caro Figueroa (Accion Por La Republica),322718,2544598
Walsh - Leonardi (Alianza Izquierda Unida),32776,2544598
Méndez - Pompei (Humanista),29934,2544598
Altamira - Rieznik (Obrero),20220,2544598
Quarracino - Rearte (Por Un Socialismo Autentico),14675,2544598
Reyna - Moccia (Frente De La Resistencia),7453,2544598
Montes - Hernández (De Los Trabajadores Socialistas),7265,2544598
Mussa - Herrera (Alianza Social Cristiana),3369,2544598
Votos En Blanco,46622,2544598
Votos Nulos,29947,2544598
