lista,votos,electores,cargos
Union Civica Radical,56912,145205,8
Justicialista,46400,145205,6
Accion Chubutense,2640,145205,0
Movimiento De Integracion Y Desarrollo,2362,145205,0
Intransigente,1957,145205,0
Democrata Cristiano,490,145205,0
Federal,415,145205,0
Movimiento Al Socialismo,301,145205,0
Socialista Popular,263,145205,0
Alianza Democrata Socialista,129,145205,0
Obrero,43,145205,0
Votos En Blanco,3464,145205,0
Votos Nulos,1703,145205,0
