lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),20792,75895,6
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),13956,75895,2
Ayarragaray - Sueldo (Demócrata Cristiano ),6060,75895,0
Otros,3104,75895,0
Palacios - Sánchez Viamonte (Socialista),2755,75895,0
Votos En Blanco Y Nulos,14704,75895,0
