lista,votos,electores
Sapag - Pechen,121448,369077
Quiroga - Panessi (Concertación Neuquina Para La 		Victoria),88052,369077
Podestá - Escobar (Alianza Frente Alternativa Neuquina),19228,369077
Fuentes - Pellin,14871,369077
Jure - Ibañez (Obrero),2666,369077
Aiello - Eduardo Mordacini (Humanista),2035,369077
Fraños - Reyes (De Los Trabajadores Socialistas),1905,369077
Otton Araneda - Córdoba (Movimiento Por El Socialismo Y 		El Trabajo),1371,369077
Votos En Blanco,12143,369077
Votos Nulos,8996,369077
