lista,votos,electores
Alianza Frente Para El Cambio,99230,284814
Alianza Union Civica Radical- Alianza Para La Patagonia,84172,284814
Frente Pais Solidario,36183,284814
Movimiento Por La Dignidad Y La Independencia,1893,284814
Alianza Sur - Del Trabajo Y Del Pueblo,1025,284814
Movimiento Socialista De Los Trabajadores,721,284814
Humanista,665,284814
Alianza Frente Unidad De Los Trabajadores - Obrero,646,284814
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,491,284814
Corriente Patria Libre,395,284814
Movimiento Democratico Antimperialista,46,284814
Alianza Frente Para La Coincidencia Patriotica,11,284814
Votos En Blanco,8671,284814
Votos Nulos,2786,284814
