lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),303227,663647
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),67528,663647
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),36103,663647
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",23758,663647
Sobisch - Asís,1517,663647
Solanas - Cadelli (Socialista Autentico),1142,663647
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),1017,663647
López Murphy - Bullrich (Recrear Para El Crecimiento),1003,663647
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),796,663647
Pitrola - Arroyos (Obrero),574,663647
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),421,663647
Breide Obeid - Vergara (Popular De La Reconstruccion),309,663647
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),173,663647
Mussa - Nespral (Confederacion Lealtad Popular),146,663647
Votos Blancos,56471,663647
Votos Nulos,8003,663647
