lista,votos,electores
Morales - Haquim (Frente Cambia Jujuy),176482,547502
Ferreyra - Mendieta (Frente Justicialista),132186,547502
Snopek - Colque (Frente Juntos Por Jujuy),42062,547502
Casas - Briones (Frente Por Jujuy Y Su Gente),13543,547502
Vilca - Gutiérrez (Frente De Izquierda Y De Los Trabajadores),12630,547502
Alvarez Carrera - Martearena (Frente De Unidad Ciudadana),10239,547502
Santillán - Villada (Partido Por La Dignidad Del Pueblo),4639,547502
Cejas - Vargas (Frente Patriótico Entre Todos),3457,547502
Aramayo - Arroyo (Frente De Unidad Del Pueblo Pluricultural),3303,547502
Macias -Caparros (Frente Unir Mi Jujuy),1913,547502
Guzmán - Sanchez (Movimiento Popular Jujeño),1657,547502
Rivero - Condori (Movimiento Socialista De Los Trabajadores),1223,547502
Votos En Blanco,21325,547502
Votos Nulos,6167,547502
