lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",133504,343332
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),116352,343332
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),10941,343332
Walsh - Leonardi (Alianza Izquierda Unida),902,343332
Montes - Hernández (De Los Trabajadores Socialistas),326,343332
Méndez - Pompei (Humanista),285,343332
Reyna - Moccia (Frente De La Resistencia),214,343332
Mussa - Herrera (Alianza Social Cristiana),196,343332
Altamira - Rieznik (Obrero),180,343332
Votos En Blanco,11232,343332
Votos Nulos,1737,343332
