lista,votos,electores
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,111989,358271
Alianza Cambiemos,60965,358271
Alianza Frente Para La Victoria: Scioli - Zannini,48186,358271
Alianza Unidos Por Una Nueva Alternativa (Una),15543,358271
Alianza Progresistas: Stolbizer - Olaviaga,3501,358271
Alianza Frente De Izquierda Y De Los Trabajadores,3138,358271
Movimiento Al Socialismo: Castañeira - Ayala,942,358271
Mst - Nueva Izquierda: Bodart - Ripoll,580,358271
Alianza Frente Popular: De Gennaro - Codoni,507,358271
Partido Popular: Yattah - Moretta,436,358271
Movimiento De Accion Vecinal: Albarracín - Dib,189,358271
Votos En Blanco,41913,358271
Votos Nulos,3962,358271
