lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,500996,1171255
Alianza Cambiemos,175029,1171255
Alianza Unidos Por Una Nueva Alternativa (Una),141516,1171255
Alianza Frente De Izquierda Y De Los Trabajadores,17365,1171255
Alianza Progresistas: Stolbizer - Olaviaga,12500,1171255
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,9154,1171255
Alianza Frente Popular: De Gennaro - Codoni,3599,1171255
Movimiento Al Socialismo: Castañeira - Ayala,3573,1171255
Mst - Nueva Izquierda: Bodart - Ripoll,3031,1171255
Partido Popular: Yattah - Moretta,2920,1171255
Movimiento De Accion Vecinal: Albarracín - Dib,1869,1171255
Votos En Blanco,45181,1171255
Votos Nulos,11327,1171255
