lista,votos,electores
Barrionuevo - Segura Lopez (Alianza Frente Para La 		Victoria),95368,412504
Snopek - Quevedo Carrillo (Alianza Primero Jujuy),79456,412504
Nieva - Baca (Alianza Frente Jujeño),55975,412504
Daza - Arnedo (Alianza Frente Unión Por Jujuy 		Concertación Plural),15012,412504
Quiroga - Santamaria (Alianza Frente Por La Paz Y La 		Justicia),12190,412504
Paredes - Ortega (Movimiento Socialista De Los 		Trabajadores),2281,412504
Alvarado - Cruz (Movimiento De Acción Popular),2259,412504
Ponce - Rigazzio (Comunista),1380,412504
Leguiza - Fernandez (Obrero),1242,412504
Votos En Blanco,40323,412504
Votos Nulos,4470,412504
