lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),294405,872040
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),127678,872040
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),113592,872040
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",67513,872040
López Murphy - Bullrich (Recrear Para El Crecimiento),10540,872040
Sobisch - Asís,7009,872040
Solanas - Cadelli (Socialista Autentico),6343,872040
Breide Obeid - Vergara (Popular De La Reconstruccion),6098,872040
Ammann - Deleonardi (Alianza Frente Amplio Hacia La Unidad Latinoamericana),4474,872040
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),4204,872040
Pitrola - Arroyos (Obrero),2626,872040
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),2254,872040
Votos Blancos,15558,872040
Votos Nulos,10669,872040
