lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),376798,934793,27
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),313112,934793,13
González Iramain - Aguinaga (Demócrata),50485,934793,0
Otros,36449,934793,0
Ayarragaray - Sueldo (Demócrata Cristiano ),33193,934793,0
Votos En Blanco Y Nulos,47101,934793,0
