lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),271118,559340
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),30044,559340
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),19884,559340
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",6799,559340
López Murphy - Bullrich (Recrear Para El Crecimiento),3636,559340
Sobisch - Asís,3125,559340
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),2727,559340
Pitrola - Arroyos (Obrero),1442,559340
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),898,559340
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),787,559340
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),640,559340
Votos Blancos,11170,559340
Votos Nulos,2786,559340
