lista,votos,electores
Urtubey - Zottos (Frente Justicialista Renovador De La Victoria),327596,807035
Olmedo - Biella Calvet (Frente Olmedo Gobernador),138132,807035
Wayar - Guaymas (Wayar Gobernador),46728,807035
Del Pla - Lopez (Obrero),13388,807035
Mariño - Vázquez (Union Civica Radical),9249,807035
Morello - Lapasset (Movimiento Proyecto Sur - Socialista),9201,807035
Tonda - Cataldi Fleming (Coalicion Civica - Afirmacion Para Una Republica Igualitaria),4530,807035
Fernández - Castillo (Movimiento Independiente De Jubilados Y Desocupados),1195,807035
Votos En Blanco,9171,807035
Votos Nulos,3602,807035
