lista,votos,electores
Jaque - Racconto,312240,1142161
Biffi - Thomas,247396,1142161
De Marchi - Aguinaga,93209,1142161
Iglesias - Sanz,81538,1142161
Leiva - Braceli (Coalición Cívica),41515,1142161
Naman - Liberal (Coalición A.r.i. - Socialista),15575,1142161
Montaña - Chambouleyron (Unión Y Libertad),12902,1142161
Bonarrico - Sosa (Unión Popular),7037,1142161
Marianetti - Collovati (Movimiento Socialista De Los Trabajadores),3636,1142161
Cairo - Fiochi (Recrear Para El Crecimiento),2995,1142161
Fresina - Del Pla (Obrero),2534,1142161
Lowenrosen - Sosa (De Los Trabajadores Socialistas),2031,1142161
Buj - Fernandez (Alianza Frente Amplio Hacia La Unidad Latinoamericana),1864,1142161
Votos En Blanco,51488,1142161
Votos Nulos,16020,1142161
