lista,votos,electores
De La Rua - Alvarez,9167261,24121277
Duhalde - Ortega,7253909,24121277
Cavallo - Caro Figueroa,1937556,24121277
Walsh - Leonardi (Alianza Izquierda Unida,151276,24121277
Altamira - Rieznik,113916,24121277
Mendez - Pompei (Humanista),131811,24121277
Reyna - Moccia (Alianza Frente De La Resistencia,57133,24121277
Mussa - Herrera (Alianza Social Cristiana),53143,24121277
Montes - Hernández (De Los Trabajadores Socialistas),43911,24121277
Quarracino -Rearte,43147,24121277
Votos En Blanco,708878,24121277
Votos Nulos,186764,24121277
