lista,votos,electores
Scioli - Zaninni (Alianza Frente Para La Victoria),116158,294202
Macri - Michetti (Alianza Cambiemos),102440,294202
Massa - Saenz (Alianza Unidos Por Una Nueva Alternativa),0,294202
Del Caño - Bregman (Alianza Frente De Izquierda Y De Los Trabajadores),0,294202
Stolbizer - Olaviaga (Alianza Progresistas),0,294202
Rodriguez Saa - Negre De Alonso (Alianza Compromiso Federal),0,294202
Votos En Blanco,1925,294202
Votos Nulos,1702,294202
