lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,127752,319734
Alianza Juntos Por El Cambio: Macri - Pichetto,56827,319734
Alianza Consenso Federal: Lavagna - Urtubey,14134,319734
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,2931,319734
Alianza Frente Nos: Gómez Centurión - Hotton,2228,319734
Movimiento Al Socialismo: Castañeira - Mulhall,840,319734
Alianza Frente Patriota: Biondini - Venturino,434,319734
Movimiento De Acción Vecinal: Albarracín - Pastore,320,319734
Unite Por La Libertad Y La Dignidad: Espert - Rosales,193,319734
Partido Autonomista: Romero Feris - Sueldo,11,319734
Votos En Blanco,29538,319734
Votos Nulos,2110,319734
