lista,votos,electores
Zamora-Neder (Frente Civico Por Santiago),384809,735480
Lugones-Ochoa (Cambiemos),94677,735480
Mirolo-Nediani (Frente Renovador 1pais),49953,735480
Díaz Alomo-Basualdo (Frente De Izquierda Y De Los Trabajadores),10189,735480
Azar-Díaz (Frente Cruzada Santiagueña),9284,735480
Salto-Concha (Partido Reformador Esperanza Para Todos),4238,735480
Trejo-Coria (Mst Nueva Izquierda),3699,735480
Coronel-Navarrete (Renovar),3101,735480
Castillo-Brue (Partido Movimiento Fundacional),1615,735480
Rossi-Moreno (Movimiento Independiente De Jubilados Y Desocupados),1582,735480
Votos En Blanco,14276,735480
Votos Nulos,4562,735480
