lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,290172,810712
Alianza Cambiemos,169482,810712
Alianza Unidos Por Una Nueva Alternativa (Una),92226,810712
Alianza Progresistas: Stolbizer - Olaviaga,5850,810712
Alianza Frente De Izquierda Y De Los Trabajadores,5394,810712
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,3225,810712
Partido Popular: Yattah - Moretta,2427,810712
Movimiento Al Socialismo: Castañeira - Ayala,2282,810712
Movimiento De Accion Vecinal: Albarracín - Dib,1521,810712
Mst - Nueva Izquierda: Bodart - Ripoll,1311,810712
Alianza Frente Popular: De Gennaro - Codoni,1297,810712
Votos En Blanco,25418,810712
Votos Nulos,5295,810712
