lista,votos,electores
Union Civica Radical,729927,1770318
Frente Justicialista De La Renovacion,661016,1770318
Union De Centro Democratico,36537,1770318
Movimiento De Integracion Y Desarrollo,14497,1770318
Intransigente,10763,1770318
Alianza Unidad Socialista,10502,1770318
Frente Amplio De Liberacion,10344,1770318
Union Popular - Federal Republicano,4888,1770318
Movimiento Al Socialismo,4391,1770318
Obrero,2802,1770318
Movimiento Patriotico De Liberacion,1394,1770318
Votos En Blanco,32574,1770318
Votos Nulos,4489,1770318
