lista,votos,electores
Lema Frente Para La Victoria Santacruceña,87220,237619
Lema Union Para Vivir Mejor,79495,237619
Lema Frente De Izquierda Y De Los Trabajadores,3737,237619
Lema Movimientos Socialista De Los Trabajadores,447,237619
Lema Movimiento Al Socialismo,205,237619
Votos En Blanco,11033,237619
Votos Nulos,2188,237619
