lista,votos,electores,cargos
Union Civica Radical,48595,132308,7
Justicialista,45329,132308,7
Movimiento Popular Catamarqueño,4464,132308,0
La Voz Del Pueblo,2735,132308,0
Movimiento De Integracion Y Desarrollo,805,132308,0
Intransigente,602,132308,0
Democrata Cristiano,491,132308,0
Democrata De Catamarca,401,132308,0
Federal,219,132308,0
Socialista Democratico,127,132308,0
Movimiento Al Socialismo,89,132308,0
Votos En Blanco,1911,132308,0
Votos Nulos,1851,132308,0
