lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,8720747,32037323
Alianza Cambiemos,6791342,32037323
Alianza Unidos Por Una Nueva Alternativa (Una),4639421,32037323
Alianza Progresistas: Stolbizer - Olaviaga,781477,32037323
Alianza Frente De Izquierda Y De Los Trabajadores,732852,32037323
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,472347,32037323
Movimiento Al Socialismo: Castañeira - Ayala,103760,32037323
Alianza Frente Popular: De Gennaro - Codoni,106329,32037323
Alianza Mst - Nueva Izquierda: Bodart - Ripoll,95788,32037323
Partido Popular: Yattah - Moretta,67801,32037323
Movimiento De Accion Vecinal: Albarracín - Dib,39515,32037323
Votos En Blanco,1216645,32037323
Votos Nulos,254118,32037323
