lista,votos,electores
Union Civica Radical,781884,1869405
Alianza Union De Fuerzas Sociales,548272,1869405
Federal - Confederacion Federalista Independiente,86367,1869405
Union De Centro Democratico,32459,1869405
Alianza Convocatoria,11805,1869405
Democrata Cristiano,10838,1869405
Alianza Frente Popular,6986,1869405
Movimiento Al Socialismo,6019,1869405
Movimiento De Integracion Y Desarrollo,4147,1869405
Obrero,3968,1869405
Comunista,3932,1869405
Social Republicano,3550,1869405
Accion Popular,2471,1869405
Votos En Blanco,52210,1869405
Votos Nulos,7298,1869405
