lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),421505,1842845,24
Alende-Gelsi (Unión Cívica Radical Intransigente),292297,1842845,16
Aramburu-Etchevehere (Unión Del Pueblo Argentino),205319,1842845,11
Aramburu-Thedy (Demócrata Progresista),181498,1842845,10
Palacios-Soria (Socialista Argentino),87091,1842845,5
Sueldo-Cerro (Demócrata Cristiano),75401,1842845,4
Orgaz-Fitte (Socialista Democrático),73120,1842845,4
Otros,103473,1842845,0
Votos En Blanco Y Nulos,218456,1842845,0
