lista,votos,electores
Kirchner-Scioli (Alianza Frente Para La Victoria),78554,128595
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),7083,128595
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),4971,128595
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),3904,128595
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),2045,128595
Moreau-Losada (Union Civica Radical),990,128595
Altamira-Salas (Obrero),613,128595
Walsh-Parrilli (Alianza Izquierda Unida),530,128595
Bravo-Giustiniani (Socialista),248,128595
Sullings-Ambrosio (Humanista),194,128595
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),180,128595
Herrera-Cuneo (Democrata Cristiano),129,128595
Mazzitelli-Camps (Socialista Autentico),98,128595
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),91,128595
Mussa-Suárez (Alianza Unidos O Dominados),72,128595
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),72,128595
Breide Obeid-Vasena (Popular De La Reconstruccion),45,128595
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),4,128595
Votos Blancos,311,128595
Votos Nulos,1061,128595
