lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,237327,562162
Alianza Juntos Por El Cambio: Macri - Pichetto,116745,562162
Alianza Consenso Federal: Lavagna - Urtubey,43716,562162
Alianza Frente Nos: Gómez Centurión - Hotton,12813,562162
Unite Por La Libertad Y La Dignidad: Espert - Rosales,6301,562162
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,6197,562162
Movimiento Al Socialismo: Castañeira - Mulhall,2016,562162
Alianza Frente Patriota: Biondini - Venturino,757,562162
Movimiento De Acción Vecinal: Albarracín - Pastore,735,562162
Partido Autonomista: Romero Feris - Sueldo,210,562162
Votos En Blanco,8983,562162
Votos Nulos,5120,562162
