lista,votos,electores
Alianza Frente Para La Victoria,89773,250206
Alianza 	Unión Para El Desarrollo Social,30077,250206
Alianza Compromiso Federal,22431,250206
Alianza Frente Popular,21325,250206
Alianza Frente Amplio Progresista,13099,250206
Coalición Cívica-Afirmación 	Para Una República Igualitaria,5466,250206
Alianza Frente De Izquierda Y De Los Trabajadores,2719,250206
Alianza Proyecto Sur,979,250206
Movimiento 	Acción Vecinal,900,250206
Del Campo Popular,515,250206
Votos En Blanco,8591,250206
Votos Nulos,3406,250206
