lista,votos,electores
Justicialista,3419089,8210240
Alianza Frente Pais Solidario,1965708,8210240
Union Civica Radical,916912,8210240
Movimiento Por La Dignidad Y La Independencia,153779,8210240
Alianza Sur,31831,8210240
Movimiento Socialista De Los Trabajadores,24712,8210240
Socialista Autentico,23379,8210240
Alianza Frente Unidad De Los Trabajadores - Obrero,16356,8210240
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,15166,8210240
Humanista,12776,8210240
Corriente Patria Libre,8757,8210240
Movimiento Democratico Antimperialista,8571,8210240
Alianza Frente Para La Coincidencia Patriotica,2023,8210240
Votos En Blanco,268000,8210240
Votos Nulos,26151,8210240
