lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),385946,1083512,26
Olmos-Jofre (Demócrata De Córdoba),70406,1083512,4
Alende-Gelsi (Unión Cívica Radical Intransigente),61538,1083512,4
Aramburu-Etchevehere (Unión Del Pueblo Argentino),59383,1083512,4
Sueldo-Cerro (Demócrata Cristiano),34347,1083512,2
Aramburu-Thedy (Demócrata Progresista),27617,1083512,0
Otros,37336,1083512,0
Votos En Blanco Y Nulos,268130,1083512,0
