lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,3418176,11861894
Alianza Cambiemos,2510298,11861894
Alianza Unidos Por Una Nueva Alternativa (Una),1778909,11861894
Alianza Progresistas: Stolbizer - Olaviaga,367227,11861894
Alianza Frente De Izquierda Y De Los Trabajadores,294071,11861894
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,95756,11861894
Movimiento Al Socialismo: Castañeira - Ayala,42263,11861894
Alianza Frente Popular: De Gennaro - Codoni,38639,11861894
Mst - Nueva Izquierda: Bodart - Ripoll,33848,11861894
Partido Popular: Yattah - Moretta,20647,11861894
Movimiento De Accion Vecinal: Albarracín - Dib,12782,11861894
Votos En Blanco,457240,11861894
Votos Nulos,65383,11861894
