lista,votos,electores
Uribarri - Lauritto (Alianza Frente Justicialista Para La Victoria),294407,864788
Cusinato - López (Unión Cívica Radical),124601,864788
Solanas - Cresto (Alianza Frente Para La Victoria Y La Justicia Social),117968,864788
Martínez Garbino - Solari (Alianza Concertación Entrerriana),53328,864788
Addy - Bollo (Alianza Propuesta Republicana),17486,864788
Zalisñak - Arce (Humanista),7901,864788
Breide Obeid - Cura (Popular De La Reconstrucción),6553,864788
Geist - Bordatto (Movimiento Socialista De Los Trabajadores),4097,864788
Votos En Blanco,30685,864788
Votos Nulos,8855,864788
