lista,votos,electores
López Murphy-Gómez Diez (Alianza Federal Para Recrear El Crecimento),506631,2590435
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),389321,2590435
Kirchner-Scioli (Alianza Frente Para La Victoria),381334,2590435
Menem-Romero (Alianza Frente Por La Lealtad - Union Del Centro Democratico),314528,2590435
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),160913,2590435
Walsh-Parrilli (Alianza Izquierda Unida),56357,2590435
Bravo-Giustiniani (Socialista),50997,2590435
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),16739,2590435
Moreau-Losada (Union Civica Radical),16330,2590435
Sullings-Ambrosio (Humanista),16215,2590435
Altamira-Salas (Obrero),14713,2590435
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),10936,2590435
Mazzitelli-Camps (Socialista Autentico),7210,2590435
Herrera-Cuneo (Democrata Cristiano),6263,2590435
Breide Obeid-Vasena (Popular De La Reconstruccion),3947,2590435
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),2974,2590435
Mussa-Suárez (Alianza Unidos O Dominados),2726,2590435
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),1736,2590435
Votos Blancos,12081,2590435
Votos Nulos,28461,2590435
