lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",102400,228682
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),54547,228682
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),16707,228682
Mussa - Herrera (Alianza Social Cristiana),1192,228682
Walsh - Leonardi (Alianza Izquierda Unida),910,228682
Méndez - Pompei (Humanista),775,228682
Altamira - Rieznik (Obrero),738,228682
Reyna - Moccia (Alianza Frente De La Resistencia),540,228682
Votos Blancos,7172,228682
Votos Nulos,1637,228682
