lista,votos,electores,cargos
Frente Justicialista Popular,291272,826986,11
Union Civica Radical,227009,826986,8
Alianza De Centro,114486,826986,4
Alianza Izquierda Unida,27471,826986,1
Socialista Popular,11601,826986,0
Federal,4631,826986,0
Obrero,3506,826986,0
Frente Humanista - Verde,3488,826986,0
Del Trabajo Y Del Pueblo,2770,826986,0
Socialista Obrero Para La Liberacion,2715,826986,0
Votos En Blanco,21102,826986,0
Votos Nulos,6388,826986,0
