lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),606150,2236383
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),581963,2236383
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),282627,2236383
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",131648,2236383
Solanas - Cadelli (Socialista Autentico),36594,2236383
López Murphy - Bullrich (Recrear Para El Crecimiento),18190,2236383
Sobisch - Asís,16470,2236383
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),8774,2236383
Pitrola - Arroyos (Obrero),7791,2236383
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),5787,2236383
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),4891,2236383
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),4185,2236383
Breide Obeid - Vergara (Popular De La Reconstruccion),2330,2236383
Mussa - Nespral (Confederacion Lealtad Popular),98,2236383
Votos Blancos,71029,2236383
Votos Nulos,13814,2236383
