lista,votos,electores,cargos
Alende-Gelsi (Unión Cívica Radical Intransigente),80827,311115,7
Liberal,59696,311115,5
Autonomista,38907,311115,2
Union Popular,15270,311115,1
Illia-Perette (Unión Cívica Radical Del Pueblo),15164,311115,1
Aramburu-Thedy (Demócrata Progresista),10927,311115,0
Otros,6330,311115,0
Votos En Blanco Y Nulos,13162,311115,0
