lista,votos,electores,cargos
Frente Justicialista Popular,203934,502751,10
Union Civica Radical,148712,502751,7
Accion Chaqueña,19831,502751,1
Union De Centro Democratico,7419,502751,0
Socialista,3595,502751,0
Alianza Izquierda Unida,2599,502751,0
Federal,2173,502751,0
Frente Humanista - Verde,1255,502751,0
Obrero,921,502751,0
Votos En Blanco,6965,502751,0
Votos Nulos,3244,502751,0
