lista,votos,electores,cargos
Justicialista,54660,166651,7
Union Civica Radical,45065,166651,5
Movimiento De Integracion Y Desarrollo,16680,166651,2
Movimiento Linea Popular,3074,166651,0
Democrata Cristiano,586,166651,0
Intransigente,560,166651,0
Para La Democrata Social,257,166651,0
Socialista Popular,166,166651,0
Alianza Democrata Socialista,105,166651,0
Votos En Blanco,4103,166651,0
Votos Nulos,1266,166651,0
