lista,votos,electores
Justicialista,77201,188751
Alianza Frente Pais Solidario,36941,188751
Union Civica Radical,34703,188751
Movimiento Por La Dignidad Y La Independencia,2341,188751
Alianza Sur,1007,188751
Humanista,286,188751
Alianza Frente Unidad Trabajadora - Obrero,248,188751
Movimiento Socialista De Los Trabajadores,231,188751
Corriente Patria Libre,139,188751
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,120,188751
Votos En Blanco,11315,188751
Votos Nulos,941,188751
