lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),32755,61612,4
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),14565,61612,2
Otros,3516,61612,0
Votos En Blanco Y Nulos,2616,61612,0
