lista,votos,electores,cargos
Alende-Gelsi (Unión Cívica Radical Intransigente),24256,92964,4
Illia-Perette (Unión Cívica Radical Del Pueblo),18335,92964,3
Aramburu-Etchevehere (Unión Del Pueblo Argentino),7898,92964,1
Sueldo-Cerro (Demócrata Cristiano),5303,92964,0
Otros,224,92964,0
Votos En Blanco Y Nulos,24963,92964,0
