lista,votos,electores
Alianza Frente Para La Victoria,139815,359240
Alianza Frente Popular,71055,359240
Alianza Union Para El Desarrollo Social,26343,359240
Alianza Frente Amplio Progresista,10819,359240
Coalicion Civica-Afirmacion Por Una Republica Igualitaria,7015,359240
Alianza Compromiso Federal,7031,359240
Alianza Frente De Izquierda Y De Los Trabajadores,4416,359240
Alianza Proyecto Sur,3070,359240
Movimiento Accion Vecinal,841,359240
Del Campo Popular,739,359240
Votos En Blanco,4159,359240
Votos Nulos,6595,359240
