lista,votos,electores,cargos
Union Civica Radical,50753,142988,6
Justicialista,50138,142988,6
Movimiento Federalista Pampeano,15298,142988,2
Movimiento De Integracion Y Desarrollo,3294,142988,0
Intransigente,1922,142988,0
Socialista Autentico,531,142988,0
Democrata Cristiano,479,142988,0
Movimiento Al Socialismo,121,142988,0
Socialista Popular,111,142988,0
Votos En Blanco,3688,142988,0
Votos Nulos,1662,142988,0
