lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",147775,325718
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),68922,325718
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),27826,325718
Walsh - Leonardi (Alianza Izquierda Unida),2278,325718
Méndez - Pompei (Humanista),2242,325718
Altamira - Rieznik (Obrero),1581,325718
Reyna - Moccia (Alianza Frente De La Resistencia),1481,325718
Mussa - Herrera (Alianza Social Cristiana),1093,325718
Votos En Blanco,11357,325718
Votos Nulos,4071,325718
