lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,215656,456582
Alianza Juntos Por El Cambio: Macri - Pichetto,79229,456582
Alianza Consenso Federal: Lavagna - Urtubey,11989,456582
Alianza Frente Nos: Gómez Centurión - Hotton,7870,456582
Unite Por La Libertad Y La Dignidad: Espert - Rosales,4217,456582
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,2573,456582
Movimiento Al Socialismo: Castañeira - Mulhall,903,456582
Alianza Frente Patriota: Biondini - Venturino,620,456582
Movimiento De Acción Vecinal: Albarracín - Pastore,364,456582
Partido Autonomista: Romero Feris - Sueldo,308,456582
Votos En Blanco,3256,456582
Votos Nulos,2344,456582
