lista,votos,electores
Justicialista,363760,927767
Alianza Frente Pais Solidario,246924,927767
Union Civica Radical,88657,927767
Union De Centro Democratico,13212,927767
Movimiento Por La Dignidad Y La Independencia,9294,927767
Alianza Sur,2810,927767
Movimiento Socialista De Los Trabajadores,1519,927767
Humanista,914,927767
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,726,927767
Movimiento Democratico Popular Antimperialista,505,927767
Corriente Patria Libre,489,927767
Frente Unidad Trabajadora - Obrero,458,927767
Votos En Blanco,55650,927767
Votos Nulos,7050,927767
