lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),67971,211392
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",36043,211392
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),22002,211392
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),8453,211392
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),1513,211392
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),1430,211392
Sobisch - Asís,763,211392
Solanas - Cadelli (Socialista Autentico),378,211392
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),337,211392
Pitrola - Arroyos (Obrero),256,211392
Breide Obeid - Vergara (Popular De La Reconstruccion),164,211392
Votos Blancos,21576,211392
Votos Nulos,1411,211392
