lista,votos,electores
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),112955,410876
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),85278,410876
Kirchner-Scioli (Alianza Frente Para La Victoria),64097,410876
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),30572,410876
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),10220,410876
Moreau-Losada (Union Civica Radical),3384,410876
Walsh-Parrilli (Alianza Izquierda Unida),2509,410876
Bravo-Giustiniani (Socialista),1678,410876
Venturino-Pinto (Confederacion Para Que Se Vayan Todos),826,410876
Altamira-Salas (Obrero),774,410876
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),719,410876
Sullings-Ambrosio (Humanista),660,410876
Herrera-Cuneo (Democrata Cristiano),643,410876
Mazzitelli-Camps (Socialista Autentico),567,410876
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),460,410876
Mussa-Suárez (Alianza Unidos O Dominados),451,410876
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),401,410876
Breide Obeid-Vasena (Popular De La Reconstruccion),394,410876
Votos Blancos,2655,410876
Votos Nulos,5663,410876
