lista,votos,electores,cargos
Frente Justicialista Popular,160393,462114,9
Union Civica Radical,98668,462114,5
Confederacion Federalista Independiente,72749,462114,4
Union De Centro Democratico,11111,462114,0
Fuerza Republicana,9897,462114,0
Alianza Izquierda Unida,4303,462114,0
Obrero,2735,462114,0
Frente Humanista - Verde,1492,462114,0
Alianza Unidad Socialista,1195,462114,0
Union Provincial,966,462114,0
De La Liberacion,918,462114,0
Votos En Blanco,2591,462114,0
Votos Nulos,3814,462114,0
