lista,votos,electores,cargos
Frente Justicialista Popular,61507,185958,6
Union Civica Radical,47923,185958,5
Confederacion Federalista Independiente,18007,185958,2
Alianza De Centro,10115,185958,1
Alianza Izquierda Unida,2895,185958,0
Alianza Unidad Socialista,1389,185958,0
Justicia Social,1147,185958,0
Obrero,693,185958,0
Frente Humanista - Verde,320,185958,0
Votos En Blanco,3196,185958,0
Votos Nulos,4548,185958,0
