lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),174952,440075,15
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),115563,440075,7
Otros,26310,440075,0
Ayarragaray - Sueldo (Demócrata Cristiano ),18649,440075,0
González Iramain - Aguinaga (Demócrata),15807,440075,0
Votos En Blanco Y Nulos,31378,440075,0
