lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),19885,132053,4
Alende-Gelsi (Unión Cívica Radical Intransigente),19105,132053,3
Alianza Misionera,12110,132053,2
Sueldo-Cerro (Demócrata Cristiano),7883,132053,1
Otros,18229,132053,0
Votos En Blanco Y Nulos,18764,132053,0
